datetime,headline,sentiment
2019-07-08,iaf pushes for mega make in india projects for fighters transport planes,-0.0516
2019-07-09,fall of congress govt in mp like karnataka cannot be ruled out says bjp,0.3612
2019-07-10,ICC World Cup 2019: What happens if semis or final is washed out?,0.0
2019-07-11,ICC World Cup: Dhoni has not told us anything about retirement; says Kohli,0.0
2019-07-12,Govt doing best possible for cancer research; says Harsh Vardhan,-0.4767
2019-07-13,Year-long mentorship program for women with disabilities,0.0
2019-07-14,From Aryabhata to Chandrayaan-2: A look at ISRO's key milestones,0.0
2019-07-15,2 dead; 15 hurt in Gujarat joyride crash,-0.8519
2019-07-16,Chandrayaan-2 launch put off; maybe for a few moons,0.0
2019-07-17,Row over English syllabus in Delhi University,0.0
2019-07-18,Top court's ruling puts HDK on back foot ahead of trust vote,0.6249
2019-07-19,Transport ministry seeks report from states on EV push,0.0
2019-07-20,HD Kumaraswamy govt turns trust vote one-dayer into a Test match,0.5106
2019-07-21,Isro to build 2nd dedicated satellite for Navy to interlink warships; aircraft,0.3612
2019-07-22,India enters 37-year period of demographic dividend,0.0
2019-07-23,J&K governor calls Omar 'political juvenile',0.0
2019-07-24,Abdullah; Mufti welcome Trump offer,0.4588
2019-07-25,Amid walkout; Lok Sabha passes bill to ban individuals too as terrorists,-0.875
2019-07-26,Karnataka speaker disqualifies 3 MLAs; case may go to Supreme Court today,0.5574
2019-07-27,Not right time to do away with death penalty except in cases of terror and treason,-0.9217
2019-07-28,NDRF; military rescue 1;050 from train after 17-hour ordeal,0.5106
2019-07-29,Day before trust vote; Karnataka speaker disqualifies 14 rebels,0.3612
2019-07-30,BS Yediyurappa wins trust vote; Karnataka speaker quits,0.7906
2019-07-31,In big win; government swings Rajya Sabha vote to clear triple talaq bill,0.7506
2019-08-01,get ready for 20 fold increase in fine for tripling on on 2 wheelers as mv bill sets to become law,0.6808
2019-08-02,Top US official to visit India amid 'grave concerns' over aid to Pakistan,-0.2023
2019-08-03,India refuses to accept 'impeded' access to Jadhav,0.3818
2019-08-04,KMRC likely to install noise barriers in Salt Lake next week,0.0
2019-08-05,J&K turmoil: Mehbooba Mufti; Omar Abdullah not to be allowed to move out of house; say officials,-0.3612
2019-08-06,J&K to lose special status; Centre to directly rule Ladakh,0.0
2019-08-07,'Was waiting to see this day ...': What Sushma said in her last tweet,0.0
2019-08-08,Govt may ease security measures in Valley for Friday prayers and Eid,0.5994
2019-08-09,article 370 did nothing but encourage separatism terrorism dynastic rule corruption pm modi,-0.8991
2019-08-10,39 more die in kerala karnataka maharashtra floods toll rises to 86,-0.7778
2019-08-11,How rakhis; flags turn into tulsi; tomato plants,0.0
2019-08-12,New drug to slash price of brain clot treatment by half,-0.2732
2019-08-13,PM Modi walks in the wild with Bear Grylls to promote conservation and cleanliness,0.3818
2019-08-14,Restrictions will be eased after August 15: Jammu and Kashmir governor,0.296
2019-08-15,Independence Day 2019: How India performed on key parameters,0.0
2019-08-16,Why Prithviraj Kapoor visited a music magazine office in Hathras,0.0
2019-08-17,'No first use' of nukes policy is open to review: Rajnath Singh,-0.296
2019-08-18,S Jaishankar; Syed Akbaruddin worked in tandem to defy Pakistan; China,0.0
2019-08-19,Woman traveller thanks railway engineer for averting an accident,-0.0516
2019-08-20,J&K schools reopen but fear and posters hold sway,-0.6486
2019-08-21,INX Media case: CBI issues notice to Chidambaram asking him to appear 'within two hours',0.0
2019-08-22,CBI files fresh case against NDTV promoters; conducts searches at former CEO's residence,0.3182
2019-08-23,Court gives CBI 5 days to question Chidambaram,0.0
2019-08-24,No place for corruption; nepotism; loot of people's money and terrorism in new India: PM Narendra Modi,-0.7783
2019-08-25,Ordnance staff call off strike after talks with govt officials,-0.128
2019-08-26,'Why shouldn't netas with less than 2-year prison term be disallowed from contesting polls?',-0.4654
2019-08-27,Eight Kargil leaders; including J&K Legislative Council chairman; join BJP,0.296
2019-08-28,In another pre-poll sop; AAP writes off Delhi's water dues,0.0
2019-08-29,Don't speak out of turn; treat J&K as every ministry's project: PM Narendra Modi to ministers,0.4019
2019-08-30,28 'impostors' use freedom fighter's data to enter NRC,0.6369
2019-08-31,Assam NRC final list to be published today: All you need to know,0.0
2019-09-01,U-turn: After Imran threat; Pakistan minister says ready for talks,-0.2263
2019-09-02,Pakistan offers consular access to Jadhav today,0.0
2019-09-03,Roti-salt meal: UP scribe booked for 'conspiracy',0.0
2019-09-04,India asks Chinese foreign minister to reschedule trip,0.0
2019-09-05,For over a century; Varanasi's Marathi wadas have been cradles of nationalism,0.0
2019-09-06,Chidambaram loses bid to avoid Tihar; to be kept there till September 19,-0.5423
2019-09-07,Free Metro rides misuse of public funds: Supreme Court to Delhi govt,0.7845
2019-09-08,Not a single bullet fired in Kashmir in past 1 month: NSA Doval,0.4449
2019-09-09,Orbiter has spotted Vikram lander; signals elusive: Isro,0.0
2019-09-10,maharashtra offers 10 mbbs quota for those ready to work in villages for 5 years,0.3612
2019-09-11,Now; DK Shivakumar daughter gets ED summons in laundering case,0.0
2019-09-12,BIS nixes proposal for heavier 2-wheeler helmets,0.0
2019-09-13,Government to 'redevelop' Rajpath; Parliament and secretariat,0.0
2019-09-14,UP to repeal law that makes treasury pay ministers' income tax,0.1027
2019-09-15,Chinmayanand case: Law student records statement; hands over 43 videos as 'proof' to SIT,0.0
2019-09-16,Sunni Waqf Board; Nirvani Akhara seek Ayodhya mediation,0.0
2019-09-17,6 bsp mlas merge with cong in raj submit letter to speaker,0.0
2019-09-18,Paramilitary forces will soon get BARC-developed 'Bhabha Kavach',0.0
2019-09-19,Supreme Court sets October 18 deadline to conclude Ayodhya hearings,0.5574
2019-09-20,MV Act: Nine-fold rise in cars seeking PUC in Bihar; Uttarakhand,0.0
2019-09-21,EC to announce poll dates for Maharashtra; Haryana soon,0.0
2019-09-22,Govt OKs Rs 4;300cr for EWS quota in 158 edu institutions,0.0
2019-09-23,India to have first NBA basketball next week: President Trump,0.0
2019-09-24,A win-win show for Modi and Trump,0.0
2019-09-25,'Impurities' found in popular antacid,0.4215
2019-09-26,Hafeez Contractor; Raj Rewal; Sabarmati waterfront designer among those interested in redeveloping Central Vista,0.4019
2019-09-27,'Fellas; work it out;' Trump tells India; Pakistan,0.0
2019-09-28,Can't rule out terror hit on west coast: Rajnath Singh,0.4168
2019-09-29,a day after pakistan pms threat modi recalls surgical strikes,-0.7096
2019-09-30,CJI asks CBI to take action on misconduct charges against Justice VK Tahilramani,0.3182
2019-10-01,Manmohan Singh likely to turn down Pakistan invite to Kartarpur,0.1531
2019-10-02,India celebrates Gandhi Jayanti: 10 inspiring quotes by Mahatma,0.7579
2019-10-03,Amid wettest monsoon in 25 years; 1 in 5 districts had deficit rains,-0.4019
2019-10-04,Court extends Chinmayanand's judicial custody,0.128
2019-10-05,Ahead of Xi Jinping's visit; China ties hit bump: Military drill in NE,0.0
2019-10-06,Night-long drama; 29 protesters in jail over Mumbai tree cutting,-0.34
2019-10-07,Modi; Xi by the sea: 4 meetings; 2 events; 7 hours together,0.0
2019-10-08,NIA nabs man behind killing of Arunachal MLA Tirong Aboh,-0.6597
2019-10-09,Government plans 1;400km long great 'green wall' of India,0.6249
2019-10-10,Monsoon begins its most delayed retreat in 59 years,-0.0296
2019-10-11,Spruced up and fortified; TN port town Mamallapuram awaits Xi; Modi,0.0772
2019-10-12,States register steep decline in pothole-related deaths; experts skeptical,-0.3182
2019-10-13,Xi doesn't raise Kashmir with Modi as they seek to reset ties,0.0
2019-10-14,Section 144 in Ayodhya till December 10 in anticipation of title suit verdict,0.25
2019-10-15,India's A+ in economics: After Amartya; it's Abhijit,0.0
2019-10-16,ED can quiz P Chidambaram in jail; arrest him if required; says court,-0.34
2019-10-17,After 55 days in custody; P Chidambaram is now arrested by ED,-0.4767
2019-10-18,Need to rewrite history from India's point of view: Amit Shah,0.0
2019-10-19,Government offers to give back same site to rebuild Ravidas temple,0.0
2019-10-20,National school curriculum overhaul to begin next month,0.0
2019-10-21,Haryana; Maharashtra assembly polls: Your guide to vote,0.0
2019-10-22,Maharashtra exit polls 2019: BJP-Shiv Sena alliance expected to retain power,0.0
2019-10-23,Animals that we eat thrive; others not doing quite so well,0.4748
2019-10-24,Haryana & Maharashtra Assembly Poll Results 2019 Live Streaming: When; where & how to watch,0.0
2019-10-25,Regional roadbump slows BJP juggernaut; with house hung in Haryana; BJP eyes Independents,0.0
2019-10-26,How & why Maharashtra went from a 'no-contest' to a strong contest,0.5106
2019-10-27,Indian women spend as much time as men on online games: Survey,0.0
2019-10-28,Amid CMship row; BJP; Sena to meet governor separately today,0.0
2019-10-29,Government allows 27 European lawmakers to visit Kashmir,0.0
2019-10-30,India signs MoU with Saudi to launch RuPay card in Gulf Kingdom,0.0
2019-10-31,Article 370 internal matter; says Germany on Angela Merkel trip eve,0.0258
2019-11-01,Don't comment on internal affairs; India warns China,-0.1027
2019-11-02,In 10 days; four Supreme Court rulings may change India as we know it,0.5574
2019-11-03,Ahead of SC verdict; Muslims want paramilitary deployed in Ayodhya,0.2263
2019-11-04,CJI bats for NRC; says it's base document for future,0.0
2019-11-05,Maharashtra power tussle: BJP in no mood to give in to Shiv Sena's demands,-0.296
2019-11-06,Speed up delivery of S-400 missiles; India to tell Russia,0.0
2019-11-07,Day 14: BJP to call on Maharashtra governor; Uddhav Thackeray to meet Shiv Sena MLAs,0.0
2019-11-08,Writer Aatish Taseer loses OCI status; govt says he hid info on Pakistani father,-0.4019
2019-11-09,Ayodhya verdict: Social media may be banned; says UP DGP OP Singh,-0.34
2019-11-10,As Modi thanks Imran on Kartarpur; Pakistan rakes up Kashmir; Ayodhya,0.4404
2019-11-11,TN Seshan; former CEC who tamed politicians; dies at 86,-0.3818
2019-11-12,President used Article 370 power six times before August 5: Govt,0.0
2019-11-13,Unauthorised use of PM; President photographs for promotion of trade and business could attract stiffer penalties,0.3612
2019-11-14,PM Modi meets Brazilian President Bolsonaro; holds bilateral talks,0.0
2019-11-15,More Indians; including diaspora; heading to Ireland,0.0
2019-11-16,Over 1.51 lakh died in road accidents last year; UP tops among states,-0.3818
2019-11-17,At India's only Urdu University; 40% teachers can't teach in the language,0.0
2019-11-18,No truck with Dalai Lama please; China to India,0.0258
2019-11-19,Times Literature Festival: Save the dates for Delhi's biggest celebration of writers & the written word,0.7506
2019-11-20,MPs take pro-farmer stand during pollution debate in Lok Sabha,0.0
2019-11-21,Sunni Waqf Board split over SC review plea,0.0
2019-11-22,Government formation in last lap; NCP-Congress to talk power-sharing with Shiv Sena today,0.0
2019-11-23,Sena-NCP-Congress alliance won't last due to inherent contradictions: Nitin Gadkari,-0.3182
2019-11-24,Game changer: Ajit packs Pawar play with late; reverse swinger,0.34
2019-11-25,Produce Ajit Pawar's and Devendra Fadnavis's letters by 10.30am; says SC; refuses more time,0.0
2019-11-26,This is not Goa; says Sharad Pawar as Aghadi parades '162 MLAs',0.0
2019-11-27,Teen with roots in Hyderabad sexually assaulted; killed in US,-0.836
2019-11-28,With $78 billion; India still highest overseas remittance receiver,0.0
2019-11-29,Pragya dropped from House panel for remarks on Godse,0.0
2019-11-30,Jharkhand polls phase 1: 23% candidates face criminal cases,-0.5267
2019-12-01,Past wrongdoings resolved; no need for fear: Amit Shah to India Inc,-0.5719
2019-12-02,Hyderabad rape-murder: Main accused dodged officials hours before crime,-0.6908
2019-12-03,Outraged by Hyderabad rape; MPs call for lynchings; castrations,-0.8481
2019-12-04,PMC Bank fraud case: Three more directors held,-0.5859
2019-12-05,Gujarat decision to make helmets 'temporarily' optional for two-wheeler riders violates amended Motor Vehicle Act,-0.5106
2019-12-06,60% of two-wheeler riders killed in Gujarat in 2018 didn't wear helmet,-0.6705
2019-12-07,day after being set afire unnao rape victim dies at safdarjung hospital,-0.7783
2019-12-08,Justice must never ever take form of revenge; says CJI,0.0
2019-12-09,Highways ministry urges RBI to exempt FASTags from KYC norm,0.1027
2019-12-10,Citizenship Bill in line with India's centuries old ethos of assimilation: PM Modi,0.0
2019-12-11,Silence on Anglo-Indians raises doubts over quota,-0.296
2019-12-12,CAB set to be law as RS passes it 125-99; indefinite curfew and Army in Guwahati,0.0
2019-12-13,CAB protests: Mobile internet suspension extended for 48 hours in 10 districts of Assam,-0.2263
2019-12-14,Uneasy calm in North East; but protests spread to a few cities elsewhere,-0.3612
2019-12-15,Yoga community has been very slow to respond to problems of sexual abuse; says Eddie Stern,-0.7845
2019-12-16,CAA protests: After North East & West Bengal; it's Delhi now,-0.2263
2019-12-17,Sena remains Hindutva-vadi; not converted: Uddhav Thackeray,0.0
2019-12-18,What is Citizenship (Amendment) Bill 2019: All you need to know,0.0
2019-12-19,Gandhi's ideas an inspiration to non-violent resistance against authoritarianism: Portugal PM,0.5267
2019-12-20,2 die in Mangaluru; 1 in Lucknow as anti-CAA stir spreads across India,-0.5994
2019-12-21,Jharkhand may not go BJP's way: Exit polls,0.0
2019-12-22,Group of secretaries propose major revamp of food; agriculture subsidy to curb ballooning expenditure,0.0
2019-12-23,No rules framed for all-India NRC; in Assam it was SC-mandated: PM Narendra Modi,-0.296
2019-12-24,Jharkhand election results: Another state slips out of BJP's control,0.0
